main_team,opponent_team,goal_fatti,no_goal,goal,tot_goals,goal_subiti,away_home,result,team_has_scored,giornata,goal_no_goal,team_has_conceded_goal,competition,position,playedGames,form,won,draw,lost,points,goalsFor,goalsAgainst,goalDifference,team_short_name,team_group
Fulham,Bournemouth,2,False,True,4,2,home,Draw,True,11.0,Goal,True,Premier League,15,30,"W,L,W,L,W",8,6,16,30,28,57,-29,Bournemouth,2
Wolves,Nott'm Forest,1,True,False,1,0,home,Win,True,11.0,No Goal,False,Premier League,18,30,"L,L,D,L,L",6,9,15,27,24,54,-30,Nott'm Forest,2
Tottenham,Everton,2,True,False,2,0,home,Win,True,11.0,No Goal,False,Premier League,17,30,"L,D,D,W,D",6,9,15,27,23,43,-20,Everton,2
Aston Villa,Chelsea,0,True,False,2,2,home,Loss,False,11.0,No Goal,True,Premier League,11,30,"L,D,L,D,W",10,9,11,39,29,31,-2,Chelsea,1
Leeds,Arsenal,0,True,False,1,1,home,Loss,False,11.0,No Goal,True,Premier League,1,30,"D,W,W,W,W",23,4,3,73,72,29,43,Arsenal,0
Man United,Newcastle,0,True,False,0,0,home,Draw,False,11.0,No Goal,False,Premier League,3,29,"W,W,W,W,W",15,11,3,56,48,21,27,Newcastle,0
Southampton,West Ham,1,False,True,2,1,home,Draw,True,11.0,Goal,True,Premier League,14,29,"W,L,W,D,L",8,6,15,30,27,39,-12,West Ham,1
Liverpool,Man City,1,True,False,1,0,home,Win,True,11.0,No Goal,False,Premier League,2,29,"W,W,W,W,W",21,4,4,67,75,27,48,Man City,0
Brighton,Nott'm Forest,0,True,False,0,0,home,Draw,False,12.0,No Goal,False,Premier League,18,30,"L,L,D,L,L",6,9,15,27,24,54,-30,Nott'm Forest,2
Crystal Palace,Wolves,2,False,True,3,1,home,Win,True,12.0,Goal,True,Premier League,13,30,"W,D,L,L,W",8,7,15,31,24,42,-18,Wolves,1
Bournemouth,Southampton,0,True,False,1,1,home,Loss,False,12.0,No Goal,True,Premier League,20,30,"L,L,D,L,D",6,5,19,23,24,51,-27,Southampton,2
Brentford,Chelsea,0,True,False,0,0,home,Draw,False,12.0,No Goal,False,Premier League,11,30,"L,D,L,D,W",10,9,11,39,29,31,-2,Chelsea,1
Liverpool,West Ham,1,True,False,1,0,home,Win,True,12.0,No Goal,False,Premier League,14,29,"W,L,W,D,L",8,6,15,30,27,39,-12,West Ham,1
Newcastle,Everton,1,True,False,1,0,home,Win,True,12.0,No Goal,False,Premier League,17,30,"L,D,D,W,D",6,9,15,27,23,43,-20,Everton,2
Man United,Tottenham,2,True,False,2,0,home,Win,True,12.0,No Goal,False,Premier League,5,30,"W,D,D,W,L",16,5,9,53,55,42,13,Tottenham,0
Arsenal,Man City,1,False,True,4,3,home,Loss,True,12.0,Goal,True,Premier League,2,29,"W,W,W,W,W",21,4,4,67,75,27,48,Man City,0
Fulham,Aston Villa,3,True,False,3,0,home,Win,True,12.0,No Goal,False,Premier League,6,30,"W,W,W,W,D",14,5,11,47,41,40,1,Aston Villa,0
Leicester,Leeds,2,True,False,2,0,home,Win,True,12.0,No Goal,False,Premier League,16,30,"L,W,L,W,D",7,8,15,29,39,54,-15,Leeds,2
Nott'm Forest,Liverpool,1,True,False,1,0,home,Win,True,13.0,No Goal,False,Premier League,8,29,"D,D,L,L,W",12,8,9,44,50,35,15,Liverpool,1
Everton,Crystal Palace,3,True,False,3,0,home,Win,True,13.0,No Goal,False,Premier League,12,30,"W,W,L,L,L",8,9,13,33,29,40,-11,Crystal Palace,1
Man City,Brighton,3,False,True,4,1,home,Win,True,13.0,Goal,True,Premier League,7,28,"L,W,D,W,D",13,7,8,46,52,36,16,Brighton,0
Chelsea,Man United,1,False,True,2,1,home,Draw,True,13.0,Goal,True,Premier League,4,29,"W,W,L,D,L",17,5,7,56,44,37,7,Man United,0
Aston Villa,Brentford,4,True,False,4,0,home,Win,True,13.0,No Goal,False,Premier League,9,30,"L,L,D,D,W",10,13,7,43,47,40,7,Brentford,1
Leeds,Fulham,2,False,True,5,3,home,Loss,True,13.0,Goal,True,Premier League,10,29,"L,L,L,L,D",11,6,12,39,39,40,-1,Fulham,1
Southampton,Arsenal,1,False,True,2,1,home,Draw,True,13.0,Goal,True,Premier League,1,30,"D,W,W,W,W",23,4,3,73,72,29,43,Arsenal,0
Wolves,Leicester,0,True,False,4,4,home,Loss,False,13.0,No Goal,True,Premier League,19,30,"L,L,L,D,L",7,4,19,25,40,52,-12,Leicester,2
Tottenham,Newcastle,1,False,True,3,2,home,Loss,True,13.0,Goal,True,Premier League,3,29,"W,W,W,W,W",15,11,3,56,48,21,27,Newcastle,0
West Ham,Bournemouth,2,True,False,2,0,home,Win,True,13.0,No Goal,False,Premier League,15,30,"W,L,W,L,W",8,6,16,30,28,57,-29,Bournemouth,2
Leicester,Man City,0,True,False,1,1,home,Loss,False,14.0,No Goal,True,Premier League,2,29,"W,W,W,W,W",21,4,4,67,75,27,48,Man City,0
Bournemouth,Tottenham,2,False,True,5,3,home,Loss,True,14.0,Goal,True,Premier League,5,30,"W,D,D,W,L",16,5,9,53,55,42,13,Tottenham,0
Brentford,Wolves,1,False,True,2,1,home,Draw,True,14.0,Goal,True,Premier League,13,30,"W,D,L,L,W",8,7,15,31,24,42,-18,Wolves,1
Brighton,Chelsea,4,False,True,5,1,home,Win,True,14.0,Goal,True,Premier League,11,30,"L,D,L,D,W",10,9,11,39,29,31,-2,Chelsea,1
Crystal Palace,Southampton,1,True,False,1,0,home,Win,True,14.0,No Goal,False,Premier League,20,30,"L,L,D,L,D",6,5,19,23,24,51,-27,Southampton,2
Newcastle,Aston Villa,4,True,False,4,0,home,Win,True,14.0,No Goal,False,Premier League,6,30,"W,W,W,W,D",14,5,11,47,41,40,1,Aston Villa,0
Fulham,Everton,0,True,False,0,0,home,Draw,False,14.0,No Goal,False,Premier League,17,30,"L,D,D,W,D",6,9,15,27,23,43,-20,Everton,2
Liverpool,Leeds,1,False,True,3,2,home,Loss,True,14.0,Goal,True,Premier League,16,30,"L,W,L,W,D",7,8,15,29,39,54,-15,Leeds,2
Arsenal,Nott'm Forest,5,True,False,5,0,home,Win,True,14.0,No Goal,False,Premier League,18,30,"L,L,D,L,L",6,9,15,27,24,54,-30,Nott'm Forest,2
Man United,West Ham,1,True,False,1,0,home,Win,True,14.0,No Goal,False,Premier League,14,29,"W,L,W,D,L",8,6,15,30,27,39,-12,West Ham,1
Leeds,Bournemouth,4,False,True,7,3,home,Win,True,15.0,Goal,True,Premier League,15,30,"W,L,W,L,W",8,6,16,30,28,57,-29,Bournemouth,2
Man City,Fulham,2,False,True,3,1,home,Win,True,15.0,Goal,True,Premier League,10,29,"L,L,L,L,D",11,6,12,39,39,40,-1,Fulham,1
Nott'm Forest,Brentford,2,False,True,4,2,home,Draw,True,15.0,Goal,True,Premier League,9,30,"L,L,D,D,W",10,13,7,43,47,40,7,Brentford,1
Wolves,Brighton,2,False,True,5,3,home,Loss,True,15.0,Goal,True,Premier League,7,28,"L,W,D,W,D",13,7,8,46,52,36,16,Brighton,0
Everton,Leicester,0,True,False,2,2,home,Loss,False,15.0,No Goal,True,Premier League,19,30,"L,L,L,D,L",7,4,19,25,40,52,-12,Leicester,2
Chelsea,Arsenal,0,True,False,1,1,home,Loss,False,15.0,No Goal,True,Premier League,1,30,"D,W,W,W,W",23,4,3,73,72,29,43,Arsenal,0
Aston Villa,Man United,3,False,True,4,1,home,Win,True,15.0,Goal,True,Premier League,4,29,"W,W,L,D,L",17,5,7,56,44,37,7,Man United,0
Southampton,Newcastle,1,False,True,5,4,home,Loss,True,15.0,Goal,True,Premier League,3,29,"W,W,W,W,W",15,11,3,56,48,21,27,Newcastle,0
West Ham,Crystal Palace,1,False,True,3,2,home,Loss,True,15.0,Goal,True,Premier League,12,30,"W,W,L,L,L",8,9,13,33,29,40,-11,Crystal Palace,1
Tottenham,Liverpool,1,False,True,3,2,home,Loss,True,15.0,Goal,True,Premier League,8,29,"D,D,L,L,W",12,8,9,44,50,35,15,Liverpool,1
Man City,Brentford,1,False,True,3,2,home,Loss,True,16.0,Goal,True,Premier League,9,30,"L,L,D,D,W",10,13,7,43,47,40,7,Brentford,1
Bournemouth,Everton,3,True,False,3,0,home,Win,True,16.0,No Goal,False,Premier League,17,30,"L,D,D,W,D",6,9,15,27,23,43,-20,Everton,2
Liverpool,Southampton,3,False,True,4,1,home,Win,True,16.0,Goal,True,Premier League,20,30,"L,L,D,L,D",6,5,19,23,24,51,-27,Southampton,2
Nott'm Forest,Crystal Palace,1,True,False,1,0,home,Win,True,16.0,No Goal,False,Premier League,12,30,"W,W,L,L,L",8,9,13,33,29,40,-11,Crystal Palace,1
Tottenham,Leeds,4,False,True,7,3,home,Win,True,16.0,Goal,True,Premier League,16,30,"L,W,L,W,D",7,8,15,29,39,54,-15,Leeds,2
West Ham,Leicester,0,True,False,2,2,home,Loss,False,16.0,No Goal,True,Premier League,19,30,"L,L,L,D,L",7,4,19,25,40,52,-12,Leicester,2
Newcastle,Chelsea,1,True,False,1,0,home,Win,True,16.0,No Goal,False,Premier League,11,30,"L,D,L,D,W",10,9,11,39,29,31,-2,Chelsea,1
Wolves,Arsenal,0,True,False,2,2,home,Loss,False,16.0,No Goal,True,Premier League,1,30,"D,W,W,W,W",23,4,3,73,72,29,43,Arsenal,0
Brighton,Aston Villa,1,False,True,3,2,home,Loss,True,16.0,Goal,True,Premier League,6,30,"W,W,W,W,D",14,5,11,47,41,40,1,Aston Villa,0
Fulham,Man United,1,False,True,3,2,home,Loss,True,16.0,Goal,True,Premier League,4,29,"W,W,L,D,L",17,5,7,56,44,37,7,Man United,0
Brentford,Tottenham,2,False,True,4,2,home,Draw,True,17.0,Goal,True,Premier League,5,30,"W,D,D,W,L",16,5,9,53,55,42,13,Tottenham,0
Crystal Palace,Fulham,0,True,False,3,3,home,Loss,False,17.0,No Goal,True,Premier League,10,29,"L,L,L,L,D",11,6,12,39,39,40,-1,Fulham,1
Everton,Wolves,1,False,True,3,2,home,Loss,True,17.0,Goal,True,Premier League,13,30,"W,D,L,L,W",8,7,15,31,24,42,-18,Wolves,1
Leicester,Newcastle,0,True,False,3,3,home,Loss,False,17.0,No Goal,True,Premier League,3,29,"W,W,W,W,W",15,11,3,56,48,21,27,Newcastle,0
Southampton,Brighton,1,False,True,4,3,home,Loss,True,17.0,Goal,True,Premier League,7,28,"L,W,D,W,D",13,7,8,46,52,36,16,Brighton,0
Aston Villa,Liverpool,1,False,True,4,3,home,Loss,True,17.0,Goal,True,Premier League,8,29,"D,D,L,L,W",12,8,9,44,50,35,15,Liverpool,1
Arsenal,West Ham,3,False,True,4,1,home,Win,True,17.0,Goal,True,Premier League,14,29,"W,L,W,D,L",8,6,15,30,27,39,-12,West Ham,1
Chelsea,Bournemouth,2,True,False,2,0,home,Win,True,17.0,No Goal,False,Premier League,15,30,"W,L,W,L,W",8,6,16,30,28,57,-29,Bournemouth,2
Man United,Nott'm Forest,3,True,False,3,0,home,Win,True,17.0,No Goal,False,Premier League,18,30,"L,L,D,L,L",6,9,15,27,24,54,-30,Nott'm Forest,2
Leeds,Man City,1,False,True,4,3,home,Loss,True,17.0,Goal,True,Premier League,2,29,"W,W,W,W,W",21,4,4,67,75,27,48,Man City,0
West Ham,Brentford,0,True,False,2,2,home,Loss,False,18.0,No Goal,True,Premier League,9,30,"L,L,D,D,W",10,13,7,43,47,40,7,Brentford,1
Liverpool,Leicester,2,False,True,3,1,home,Win,True,18.0,Goal,True,Premier League,19,30,"L,L,L,D,L",7,4,19,25,40,52,-12,Leicester,2
Wolves,Man United,0,True,False,1,1,home,Loss,False,18.0,No Goal,True,Premier League,4,29,"W,W,L,D,L",17,5,7,56,44,37,7,Man United,0
Bournemouth,Crystal Palace,0,True,False,2,2,home,Loss,False,18.0,No Goal,True,Premier League,12,30,"W,W,L,L,L",8,9,13,33,29,40,-11,Crystal Palace,1
Fulham,Southampton,2,False,True,3,1,home,Win,True,18.0,Goal,True,Premier League,20,30,"L,L,D,L,D",6,5,19,23,24,51,-27,Southampton,2
Man City,Everton,1,False,True,2,1,home,Draw,True,18.0,Goal,True,Premier League,17,30,"L,D,D,W,D",6,9,15,27,23,43,-20,Everton,2
Newcastle,Leeds,0,True,False,0,0,home,Draw,False,18.0,No Goal,False,Premier League,16,30,"L,W,L,W,D",7,8,15,29,39,54,-15,Leeds,2
Brighton,Arsenal,2,False,True,6,4,home,Loss,True,18.0,Goal,True,Premier League,1,30,"D,W,W,W,W",23,4,3,73,72,29,43,Arsenal,0
Tottenham,Aston Villa,0,True,False,2,2,home,Loss,False,18.0,No Goal,True,Premier League,6,30,"W,W,W,W,D",14,5,11,47,41,40,1,Aston Villa,0
Nott'm Forest,Chelsea,1,False,True,2,1,home,Draw,True,18.0,Goal,True,Premier League,11,30,"L,D,L,D,W",10,9,11,39,29,31,-2,Chelsea,1
Brentford,Liverpool,3,False,True,4,1,home,Win,True,19.0,Goal,True,Premier League,8,29,"D,D,L,L,W",12,8,9,44,50,35,15,Liverpool,1
Arsenal,Newcastle,0,True,False,0,0,home,Draw,False,19.0,No Goal,False,Premier League,3,29,"W,W,W,W,W",15,11,3,56,48,21,27,Newcastle,0
Everton,Brighton,1,False,True,5,4,home,Loss,True,19.0,Goal,True,Premier League,7,28,"L,W,D,W,D",13,7,8,46,52,36,16,Brighton,0
Leicester,Fulham,0,True,False,1,1,home,Loss,False,19.0,No Goal,True,Premier League,10,29,"L,L,L,L,D",11,6,12,39,39,40,-1,Fulham,1
Man United,Bournemouth,3,True,False,3,0,home,Win,True,19.0,No Goal,False,Premier League,15,30,"W,L,W,L,W",8,6,16,30,28,57,-29,Bournemouth,2
Southampton,Nott'm Forest,0,True,False,1,1,home,Loss,False,19.0,No Goal,True,Premier League,18,30,"L,L,D,L,L",6,9,15,27,24,54,-30,Nott'm Forest,2
Leeds,West Ham,2,False,True,4,2,home,Draw,True,19.0,Goal,True,Premier League,14,29,"W,L,W,D,L",8,6,15,30,27,39,-12,West Ham,1
Aston Villa,Wolves,1,False,True,2,1,home,Draw,True,19.0,Goal,True,Premier League,13,30,"W,D,L,L,W",8,7,15,31,24,42,-18,Wolves,1
Crystal Palace,Tottenham,0,True,False,4,4,home,Loss,False,19.0,No Goal,True,Premier League,5,30,"W,D,D,W,L",16,5,9,53,55,42,13,Tottenham,0
Chelsea,Man City,0,True,False,1,1,home,Loss,False,19.0,No Goal,True,Premier League,2,29,"W,W,W,W,W",21,4,4,67,75,27,48,Man City,0
Aston Villa,Leeds,2,False,True,3,1,home,Win,True,20.0,Goal,True,Premier League,16,30,"L,W,L,W,D",7,8,15,29,39,54,-15,Leeds,2
Man United,Man City,2,False,True,3,1,home,Win,True,20.0,Goal,True,Premier League,2,29,"W,W,W,W,W",21,4,4,67,75,27,48,Man City,0
Brighton,Liverpool,3,True,False,3,0,home,Win,True,20.0,No Goal,False,Premier League,8,29,"D,D,L,L,W",12,8,9,44,50,35,15,Liverpool,1
Everton,Southampton,1,False,True,3,2,home,Loss,True,20.0,Goal,True,Premier League,20,30,"L,L,D,L,D",6,5,19,23,24,51,-27,Southampton,2
Nott'm Forest,Leicester,2,True,False,2,0,home,Win,True,20.0,No Goal,False,Premier League,19,30,"L,L,L,D,L",7,4,19,25,40,52,-12,Leicester,2
Wolves,West Ham,1,True,False,1,0,home,Win,True,20.0,No Goal,False,Premier League,14,29,"W,L,W,D,L",8,6,15,30,27,39,-12,West Ham,1
Brentford,Bournemouth,2,True,False,2,0,home,Win,True,20.0,No Goal,False,Premier League,15,30,"W,L,W,L,W",8,6,16,30,28,57,-29,Bournemouth,2
Chelsea,Crystal Palace,1,True,False,1,0,home,Win,True,20.0,No Goal,False,Premier League,12,30,"W,W,L,L,L",8,9,13,33,29,40,-11,Crystal Palace,1
Newcastle,Fulham,1,True,False,1,0,home,Win,True,20.0,No Goal,False,Premier League,10,29,"L,L,L,L,D",11,6,12,39,39,40,-1,Fulham,1
Tottenham,Arsenal,0,True,False,2,2,home,Loss,False,20.0,No Goal,True,Premier League,1,30,"D,W,W,W,W",23,4,3,73,72,29,43,Arsenal,0
Liverpool,Chelsea,0,True,False,0,0,home,Draw,False,21.0,No Goal,False,Premier League,11,30,"L,D,L,D,W",10,9,11,39,29,31,-2,Chelsea,1
Bournemouth,Nott'm Forest,1,False,True,2,1,home,Draw,True,21.0,Goal,True,Premier League,18,30,"L,L,D,L,L",6,9,15,27,24,54,-30,Nott'm Forest,2
Leicester,Brighton,2,False,True,4,2,home,Draw,True,21.0,Goal,True,Premier League,7,28,"L,W,D,W,D",13,7,8,46,52,36,16,Brighton,0
Southampton,Aston Villa,0,True,False,1,1,home,Loss,False,21.0,No Goal,True,Premier League,6,30,"W,W,W,W,D",14,5,11,47,41,40,1,Aston Villa,0
West Ham,Everton,2,True,False,2,0,home,Win,True,21.0,No Goal,False,Premier League,17,30,"L,D,D,W,D",6,9,15,27,23,43,-20,Everton,2
Crystal Palace,Newcastle,0,True,False,0,0,home,Draw,False,21.0,No Goal,False,Premier League,3,29,"W,W,W,W,W",15,11,3,56,48,21,27,Newcastle,0
Leeds,Brentford,0,True,False,0,0,home,Draw,False,21.0,No Goal,False,Premier League,9,30,"L,L,D,D,W",10,13,7,43,47,40,7,Brentford,1
Man City,Wolves,3,True,False,3,0,home,Win,True,21.0,No Goal,False,Premier League,13,30,"W,D,L,L,W",8,7,15,31,24,42,-18,Wolves,1
Arsenal,Man United,3,False,True,5,2,home,Win,True,21.0,Goal,True,Premier League,4,29,"W,W,L,D,L",17,5,7,56,44,37,7,Man United,0
Fulham,Tottenham,0,True,False,1,1,home,Loss,False,21.0,No Goal,True,Premier League,5,30,"W,D,D,W,L",16,5,9,53,55,42,13,Tottenham,0
Chelsea,Fulham,0,True,False,0,0,home,Draw,False,22.0,No Goal,False,Premier League,10,29,"L,L,L,L,D",11,6,12,39,39,40,-1,Fulham,1
Everton,Arsenal,1,True,False,1,0,home,Win,True,22.0,No Goal,False,Premier League,1,30,"D,W,W,W,W",23,4,3,73,72,29,43,Arsenal,0
Aston Villa,Leicester,2,False,True,6,4,home,Loss,True,22.0,Goal,True,Premier League,19,30,"L,L,L,D,L",7,4,19,25,40,52,-12,Leicester,2
Brentford,Southampton,3,True,False,3,0,home,Win,True,22.0,No Goal,False,Premier League,20,30,"L,L,D,L,D",6,5,19,23,24,51,-27,Southampton,2
Brighton,Bournemouth,1,True,False,1,0,home,Win,True,22.0,No Goal,False,Premier League,15,30,"W,L,W,L,W",8,6,16,30,28,57,-29,Bournemouth,2
Man United,Crystal Palace,2,False,True,3,1,home,Win,True,22.0,Goal,True,Premier League,12,30,"W,W,L,L,L",8,9,13,33,29,40,-11,Crystal Palace,1
Wolves,Liverpool,3,True,False,3,0,home,Win,True,22.0,No Goal,False,Premier League,8,29,"D,D,L,L,W",12,8,9,44,50,35,15,Liverpool,1
Newcastle,West Ham,1,False,True,2,1,home,Draw,True,22.0,Goal,True,Premier League,14,29,"W,L,W,D,L",8,6,15,30,27,39,-12,West Ham,1
Nott'm Forest,Leeds,1,True,False,1,0,home,Win,True,22.0,No Goal,False,Premier League,16,30,"L,W,L,W,D",7,8,15,29,39,54,-15,Leeds,2
Tottenham,Man City,1,True,False,1,0,home,Win,True,22.0,No Goal,False,Premier League,2,29,"W,W,W,W,W",21,4,4,67,75,27,48,Man City,0
West Ham,Chelsea,1,False,True,2,1,home,Draw,True,23.0,Goal,True,Premier League,11,30,"L,D,L,D,W",10,9,11,39,29,31,-2,Chelsea,1
Arsenal,Brentford,1,False,True,2,1,home,Draw,True,23.0,Goal,True,Premier League,9,30,"L,L,D,D,W",10,13,7,43,47,40,7,Brentford,1
Crystal Palace,Brighton,1,False,True,2,1,home,Draw,True,23.0,Goal,True,Premier League,7,28,"L,W,D,W,D",13,7,8,46,52,36,16,Brighton,0
Fulham,Nott'm Forest,2,True,False,2,0,home,Win,True,23.0,No Goal,False,Premier League,18,30,"L,L,D,L,L",6,9,15,27,24,54,-30,Nott'm Forest,2
Leicester,Tottenham,4,False,True,5,1,home,Win,True,23.0,Goal,True,Premier League,5,30,"W,D,D,W,L",16,5,9,53,55,42,13,Tottenham,0
Southampton,Wolves,1,False,True,3,2,home,Loss,True,23.0,Goal,True,Premier League,13,30,"W,D,L,L,W",8,7,15,31,24,42,-18,Wolves,1
Bournemouth,Newcastle,1,False,True,2,1,home,Draw,True,23.0,Goal,True,Premier League,3,29,"W,W,W,W,W",15,11,3,56,48,21,27,Newcastle,0
Leeds,Man United,0,True,False,2,2,home,Loss,False,23.0,No Goal,True,Premier League,4,29,"W,W,L,D,L",17,5,7,56,44,37,7,Man United,0
Man City,Aston Villa,3,False,True,4,1,home,Win,True,23.0,Goal,True,Premier League,6,30,"W,W,W,W,D",14,5,11,47,41,40,1,Aston Villa,0
Liverpool,Everton,2,True,False,2,0,home,Win,True,23.0,No Goal,False,Premier League,17,30,"L,D,D,W,D",6,9,15,27,23,43,-20,Everton,2
Aston Villa,Arsenal,2,False,True,6,4,home,Loss,True,24.0,Goal,True,Premier League,1,30,"D,W,W,W,W",23,4,3,73,72,29,43,Arsenal,0
Brentford,Crystal Palace,1,False,True,2,1,home,Draw,True,24.0,Goal,True,Premier League,12,30,"W,W,L,L,L",8,9,13,33,29,40,-11,Crystal Palace,1
Brighton,Fulham,0,True,False,1,1,home,Loss,False,24.0,No Goal,True,Premier League,10,29,"L,L,L,L,D",11,6,12,39,39,40,-1,Fulham,1
Chelsea,Southampton,0,True,False,1,1,home,Loss,False,24.0,No Goal,True,Premier League,20,30,"L,L,D,L,D",6,5,19,23,24,51,-27,Southampton,2
Everton,Leeds,1,True,False,1,0,home,Win,True,24.0,No Goal,False,Premier League,16,30,"L,W,L,W,D",7,8,15,29,39,54,-15,Leeds,2
Nott'm Forest,Man City,1,False,True,2,1,home,Draw,True,24.0,Goal,True,Premier League,2,29,"W,W,W,W,W",21,4,4,67,75,27,48,Man City,0
Wolves,Bournemouth,0,True,False,1,1,home,Loss,False,24.0,No Goal,True,Premier League,15,30,"W,L,W,L,W",8,6,16,30,28,57,-29,Bournemouth,2
Newcastle,Liverpool,0,True,False,2,2,home,Loss,False,24.0,No Goal,True,Premier League,8,29,"D,D,L,L,W",12,8,9,44,50,35,15,Liverpool,1
Man United,Leicester,3,True,False,3,0,home,Win,True,24.0,No Goal,False,Premier League,19,30,"L,L,L,D,L",7,4,19,25,40,52,-12,Leicester,2
Tottenham,West Ham,2,True,False,2,0,home,Win,True,24.0,No Goal,False,Premier League,14,29,"W,L,W,D,L",8,6,15,30,27,39,-12,West Ham,1
Fulham,Wolves,1,False,True,2,1,home,Draw,True,25.0,Goal,True,Premier League,13,30,"W,D,L,L,W",8,7,15,31,24,42,-18,Wolves,1
Man United,Brentford,1,True,False,1,0,home,Win,True,25.0,No Goal,False,Premier League,9,30,"L,L,D,D,W",10,13,7,43,47,40,7,Brentford,1
Everton,Aston Villa,0,True,False,2,2,home,Loss,False,25.0,No Goal,True,Premier League,6,30,"W,W,W,W,D",14,5,11,47,41,40,1,Aston Villa,0
Leeds,Southampton,1,True,False,1,0,home,Win,True,25.0,No Goal,False,Premier League,20,30,"L,L,D,L,D",6,5,19,23,24,51,-27,Southampton,2
Leicester,Arsenal,0,True,False,1,1,home,Loss,False,25.0,No Goal,True,Premier League,1,30,"D,W,W,W,W",23,4,3,73,72,29,43,Arsenal,0
West Ham,Nott'm Forest,4,True,False,4,0,home,Win,True,25.0,No Goal,False,Premier League,18,30,"L,L,D,L,L",6,9,15,27,24,54,-30,Nott'm Forest,2
Bournemouth,Man City,1,False,True,5,4,home,Loss,True,25.0,Goal,True,Premier League,2,29,"W,W,W,W,W",21,4,4,67,75,27,48,Man City,0
Crystal Palace,Liverpool,0,True,False,0,0,home,Draw,False,25.0,No Goal,False,Premier League,8,29,"D,D,L,L,W",12,8,9,44,50,35,15,Liverpool,1
Tottenham,Chelsea,2,True,False,2,0,home,Win,True,25.0,No Goal,False,Premier League,11,30,"L,D,L,D,W",10,9,11,39,29,31,-2,Chelsea,1
Man City,Newcastle,2,True,False,2,0,home,Win,True,26.0,No Goal,False,Premier League,3,29,"W,W,W,W,W",15,11,3,56,48,21,27,Newcastle,0
Arsenal,Bournemouth,3,False,True,5,2,home,Win,True,26.0,Goal,True,Premier League,15,30,"W,L,W,L,W",8,6,16,30,28,57,-29,Bournemouth,2
Aston Villa,Crystal Palace,1,True,False,1,0,home,Win,True,26.0,No Goal,False,Premier League,12,30,"W,W,L,L,L",8,9,13,33,29,40,-11,Crystal Palace,1
Brighton,West Ham,4,True,False,4,0,home,Win,True,26.0,No Goal,False,Premier League,14,29,"W,L,W,D,L",8,6,15,30,27,39,-12,West Ham,1
Chelsea,Leeds,1,True,False,1,0,home,Win,True,26.0,No Goal,False,Premier League,16,30,"L,W,L,W,D",7,8,15,29,39,54,-15,Leeds,2
Wolves,Tottenham,1,True,False,1,0,home,Win,True,26.0,No Goal,False,Premier League,5,30,"W,D,D,W,L",16,5,9,53,55,42,13,Tottenham,0
Southampton,Leicester,1,True,False,1,0,home,Win,True,26.0,No Goal,False,Premier League,19,30,"L,L,L,D,L",7,4,19,25,40,52,-12,Leicester,2
Nott'm Forest,Everton,2,False,True,4,2,home,Draw,True,26.0,Goal,True,Premier League,17,30,"L,D,D,W,D",6,9,15,27,23,43,-20,Everton,2
Liverpool,Man United,7,True,False,7,0,home,Win,True,26.0,No Goal,False,Premier League,4,29,"W,W,L,D,L",17,5,7,56,44,37,7,Man United,0
Brentford,Fulham,3,False,True,5,2,home,Win,True,26.0,Goal,True,Premier League,10,29,"L,L,L,L,D",11,6,12,39,39,40,-1,Fulham,1
Bournemouth,Liverpool,1,True,False,1,0,home,Win,True,27.0,No Goal,False,Premier League,8,29,"D,D,L,L,W",12,8,9,44,50,35,15,Liverpool,1
Everton,Brentford,1,True,False,1,0,home,Win,True,27.0,No Goal,False,Premier League,9,30,"L,L,D,D,W",10,13,7,43,47,40,7,Brentford,1
Leeds,Brighton,2,False,True,4,2,home,Draw,True,27.0,Goal,True,Premier League,7,28,"L,W,D,W,D",13,7,8,46,52,36,16,Brighton,0
Leicester,Chelsea,1,False,True,4,3,home,Loss,True,27.0,Goal,True,Premier League,11,30,"L,D,L,D,W",10,9,11,39,29,31,-2,Chelsea,1
Tottenham,Nott'm Forest,3,False,True,4,1,home,Win,True,27.0,Goal,True,Premier League,18,30,"L,L,D,L,L",6,9,15,27,24,54,-30,Nott'm Forest,2
Crystal Palace,Man City,0,True,False,1,1,home,Loss,False,27.0,No Goal,True,Premier League,2,29,"W,W,W,W,W",21,4,4,67,75,27,48,Man City,0
Fulham,Arsenal,0,True,False,3,3,home,Loss,False,27.0,No Goal,True,Premier League,1,30,"D,W,W,W,W",23,4,3,73,72,29,43,Arsenal,0
Man United,Southampton,0,True,False,0,0,home,Draw,False,27.0,No Goal,False,Premier League,20,30,"L,L,D,L,D",6,5,19,23,24,51,-27,Southampton,2
West Ham,Aston Villa,1,False,True,2,1,home,Draw,True,27.0,Goal,True,Premier League,6,30,"W,W,W,W,D",14,5,11,47,41,40,1,Aston Villa,0
Newcastle,Wolves,2,False,True,3,1,home,Win,True,27.0,Goal,True,Premier League,13,30,"W,D,L,L,W",8,7,15,31,24,42,-18,Wolves,1
Nott'm Forest,Newcastle,1,False,True,3,2,home,Loss,True,28.0,Goal,True,Premier League,3,29,"W,W,W,W,W",15,11,3,56,48,21,27,Newcastle,0
Aston Villa,Bournemouth,3,True,False,3,0,home,Win,True,28.0,No Goal,False,Premier League,15,30,"W,L,W,L,W",8,6,16,30,28,57,-29,Bournemouth,2
