main_team,opponent_team,goal_fatti,no_goal,goal,tot_goals,goal_subiti,away_home,result,team_has_scored,giornata,goal_no_goal,team_has_conceded_goal,competition,position,playedGames,form,won,draw,lost,points,goalsFor,goalsAgainst,goalDifference,team_short_name,team_group
Osasuna,Mallorca,1,True,False,1,0,home,Win,True,17.0,No Goal,False,La Liga,12,28,"D,D,L,D,L",9,7,12,34,25,30,-5,Mallorca,1
Sociedad,Ath Bilbao,3,False,True,4,1,home,Win,True,17.0,Goal,True,La Liga,7,28,"W,D,W,L,D",11,7,10,40,38,29,9,Ath Bilbao,0
Getafe,Espanol,1,False,True,3,2,home,Loss,True,17.0,Goal,True,La Liga,19,28,"L,L,L,L,L",6,9,13,27,34,46,-12,Espanol,2
Almeria,Ath Madrid,1,False,True,2,1,home,Draw,True,17.0,Goal,True,La Liga,3,28,"W,W,W,W,W",17,6,5,57,45,20,25,Ath Madrid,0
Cadiz,Elche,1,False,True,2,1,home,Draw,True,17.0,Goal,True,La Liga,20,28,"L,L,L,D,W",2,7,19,13,20,57,-37,Elche,2
Mallorca,Celta,1,True,False,1,0,home,Win,True,18.0,No Goal,False,La Liga,10,28,"D,D,W,W,D",9,9,10,36,36,39,-3,Celta,1
Vallecano,Sociedad,0,True,False,2,2,home,Loss,False,18.0,No Goal,True,La Liga,4,28,"W,L,W,D,D",15,6,7,51,37,26,11,Sociedad,0
Espanol,Betis,1,True,False,1,0,home,Win,True,18.0,No Goal,False,La Liga,6,28,"L,L,W,D,D",13,6,9,45,34,29,5,Betis,0
Ath Madrid,Valladolid,3,True,False,3,0,home,Win,True,18.0,No Goal,False,La Liga,17,28,"D,L,L,D,W",8,5,15,29,23,47,-24,Valladolid,2
Sevilla,Cadiz,1,True,False,1,0,home,Win,True,18.0,No Goal,False,La Liga,14,28,"W,L,D,D,D",7,10,11,31,23,40,-17,Cadiz,1
Villarreal,Girona,1,True,False,1,0,home,Win,True,18.0,No Goal,False,La Liga,11,28,"D,W,D,L,L",9,8,11,35,42,42,0,Girona,1
Elche,Osasuna,1,False,True,2,1,home,Draw,True,18.0,Goal,True,La Liga,8,28,"W,D,L,L,D",10,8,10,38,24,28,-4,Osasuna,1
Barcelona,Getafe,1,True,False,1,0,home,Win,True,18.0,No Goal,False,La Liga,15,28,"L,D,W,D,W",7,9,12,30,27,36,-9,Getafe,2
Ath Bilbao,Real Madrid,0,True,False,2,2,home,Loss,False,18.0,No Goal,True,La Liga,2,28,"L,W,L,W,D",18,5,5,59,59,24,35,Real Madrid,0
Valencia,Almeria,2,False,True,4,2,home,Draw,True,18.0,Goal,True,La Liga,16,28,"W,D,D,L,L",8,6,14,30,34,48,-14,Almeria,2
Almeria,Espanol,3,False,True,4,1,home,Win,True,19.0,Goal,True,La Liga,19,28,"L,L,L,L,L",6,9,13,27,34,46,-12,Espanol,2
Cadiz,Mallorca,2,True,False,2,0,home,Win,True,19.0,No Goal,False,La Liga,12,28,"D,D,L,D,L",9,7,12,34,25,30,-5,Mallorca,1
Girona,Barcelona,0,True,False,1,1,home,Loss,False,19.0,No Goal,True,La Liga,1,28,"D,W,W,W,W",23,3,2,72,53,9,44,Barcelona,0
Sevilla,Elche,3,True,False,3,0,home,Win,True,19.0,No Goal,False,La Liga,20,28,"L,L,L,D,W",2,7,19,13,20,57,-37,Elche,2
Getafe,Betis,0,True,False,1,1,home,Loss,False,19.0,No Goal,True,La Liga,6,28,"L,L,W,D,D",13,6,9,45,34,29,5,Betis,0
Valladolid,Valencia,1,True,False,1,0,home,Win,True,19.0,No Goal,False,La Liga,18,28,"L,D,L,W,L",7,6,15,27,30,34,-4,Valencia,2
Osasuna,Ath Madrid,0,True,False,1,1,home,Loss,False,19.0,No Goal,True,La Liga,3,28,"W,W,W,W,W",17,6,5,57,45,20,25,Ath Madrid,0
Celta,Ath Bilbao,1,True,False,1,0,home,Win,True,19.0,No Goal,False,La Liga,7,28,"W,D,W,L,D",11,7,10,40,38,29,9,Ath Bilbao,0
Real Madrid,Sociedad,0,True,False,0,0,home,Draw,False,19.0,No Goal,False,La Liga,4,28,"W,L,W,D,D",15,6,7,51,37,26,11,Sociedad,0
Villarreal,Vallecano,0,True,False,1,1,home,Loss,False,19.0,No Goal,True,La Liga,9,28,"L,D,D,L,D",9,10,9,37,33,33,0,Vallecano,1
Betis,Barcelona,1,False,True,3,2,home,Loss,True,20.0,Goal,True,La Liga,1,28,"D,W,W,W,W",23,3,2,72,53,9,44,Barcelona,0
Ath Bilbao,Cadiz,4,False,True,5,1,home,Win,True,21.0,Goal,True,La Liga,14,28,"W,L,D,D,D",7,10,11,31,23,40,-17,Cadiz,1
Espanol,Osasuna,1,False,True,2,1,home,Draw,True,21.0,Goal,True,La Liga,8,28,"W,D,L,L,D",10,8,10,38,24,28,-4,Osasuna,1
Elche,Villarreal,3,False,True,4,1,home,Win,True,21.0,Goal,True,La Liga,5,28,"W,W,W,D,W",14,5,9,47,37,26,11,Villarreal,0
Ath Madrid,Getafe,1,False,True,2,1,home,Draw,True,21.0,Goal,True,La Liga,15,28,"L,D,W,D,W",7,9,12,30,27,36,-9,Getafe,2
Betis,Celta,3,False,True,7,4,home,Loss,True,21.0,Goal,True,La Liga,10,28,"D,D,W,W,D",9,9,10,36,36,39,-3,Celta,1
Mallorca,Real Madrid,1,True,False,1,0,home,Win,True,21.0,No Goal,False,La Liga,2,28,"L,W,L,W,D",18,5,5,59,59,24,35,Real Madrid,0
Girona,Valencia,1,True,False,1,0,home,Win,True,21.0,No Goal,False,La Liga,18,28,"L,D,L,W,L",7,6,15,27,30,34,-4,Valencia,2
Sociedad,Valladolid,0,True,False,1,1,home,Loss,False,21.0,No Goal,True,La Liga,17,28,"D,L,L,D,W",8,5,15,29,23,47,-24,Valladolid,2
Barcelona,Sevilla,3,True,False,3,0,home,Win,True,21.0,No Goal,False,La Liga,13,28,"D,W,L,W,L",8,8,12,32,33,44,-11,Sevilla,1
Vallecano,Almeria,2,True,False,2,0,home,Win,True,21.0,No Goal,False,La Liga,16,28,"W,D,D,L,L",8,6,14,30,34,48,-14,Almeria,2
Cadiz,Girona,2,True,False,2,0,home,Win,True,22.0,No Goal,False,La Liga,11,28,"D,W,D,L,L",9,8,11,35,42,42,0,Girona,1
Almeria,Betis,2,False,True,5,3,home,Loss,True,22.0,Goal,True,La Liga,6,28,"L,L,W,D,D",13,6,9,45,34,29,5,Betis,0
Sevilla,Mallorca,2,True,False,2,0,home,Win,True,22.0,No Goal,False,La Liga,12,28,"D,D,L,D,L",9,7,12,34,25,30,-5,Mallorca,1
Valencia,Ath Bilbao,1,False,True,3,2,home,Loss,True,22.0,Goal,True,La Liga,7,28,"W,D,W,L,D",11,7,10,40,38,29,9,Ath Bilbao,0
Getafe,Vallecano,1,False,True,2,1,home,Draw,True,22.0,Goal,True,La Liga,9,28,"L,D,D,L,D",9,10,9,37,33,33,0,Vallecano,1
Celta,Ath Madrid,0,True,False,1,1,home,Loss,False,22.0,No Goal,True,La Liga,3,28,"W,W,W,W,W",17,6,5,57,45,20,25,Ath Madrid,0
Valladolid,Osasuna,0,True,False,0,0,home,Draw,False,22.0,No Goal,False,La Liga,8,28,"W,D,L,L,D",10,8,10,38,24,28,-4,Osasuna,1
Villarreal,Barcelona,0,True,False,1,1,home,Loss,False,22.0,No Goal,True,La Liga,1,28,"D,W,W,W,W",23,3,2,72,53,9,44,Barcelona,0
Espanol,Sociedad,2,False,True,5,3,home,Loss,True,22.0,Goal,True,La Liga,4,28,"W,L,W,D,D",15,6,7,51,37,26,11,Sociedad,0
Real Madrid,Elche,4,True,False,4,0,home,Win,True,22.0,No Goal,False,La Liga,20,28,"L,L,L,D,W",2,7,19,13,20,57,-37,Elche,2
Girona,Almeria,6,False,True,8,2,home,Win,True,23.0,Goal,True,La Liga,16,28,"W,D,D,L,L",8,6,14,30,34,48,-14,Almeria,2
Sociedad,Celta,1,False,True,2,1,home,Draw,True,23.0,Goal,True,La Liga,10,28,"D,D,W,W,D",9,9,10,36,36,39,-3,Celta,1
Betis,Valladolid,2,False,True,3,1,home,Win,True,23.0,Goal,True,La Liga,17,28,"D,L,L,D,W",8,5,15,29,23,47,-24,Valladolid,2
Mallorca,Villarreal,4,False,True,6,2,home,Win,True,23.0,Goal,True,La Liga,5,28,"W,W,W,D,W",14,5,9,47,37,26,11,Villarreal,0
Osasuna,Real Madrid,0,True,False,2,2,home,Loss,False,23.0,No Goal,True,La Liga,2,28,"L,W,L,W,D",18,5,5,59,59,24,35,Real Madrid,0
Elche,Espanol,0,True,False,1,1,home,Loss,False,23.0,No Goal,True,La Liga,19,28,"L,L,L,L,L",6,9,13,27,34,46,-12,Espanol,2
Vallecano,Sevilla,1,False,True,2,1,home,Draw,True,23.0,Goal,True,La Liga,13,28,"D,W,L,W,L",8,8,12,32,33,44,-11,Sevilla,1
Ath Madrid,Ath Bilbao,1,True,False,1,0,home,Win,True,23.0,No Goal,False,La Liga,7,28,"W,D,W,L,D",11,7,10,40,38,29,9,Ath Bilbao,0
Barcelona,Cadiz,2,True,False,2,0,home,Win,True,23.0,No Goal,False,La Liga,14,28,"W,L,D,D,D",7,10,11,31,23,40,-17,Cadiz,1
Getafe,Valencia,1,True,False,1,0,home,Win,True,23.0,No Goal,False,La Liga,18,28,"L,D,L,W,L",7,6,15,27,30,34,-4,Valencia,2
Elche,Betis,2,False,True,5,3,home,Loss,True,24.0,Goal,True,La Liga,6,28,"L,L,W,D,D",13,6,9,45,34,29,5,Betis,0
Espanol,Mallorca,2,False,True,3,1,home,Win,True,24.0,Goal,True,La Liga,12,28,"D,D,L,D,L",9,7,12,34,25,30,-5,Mallorca,1
Cadiz,Vallecano,1,True,False,1,0,home,Win,True,24.0,No Goal,False,La Liga,9,28,"L,D,D,L,D",9,10,9,37,33,33,0,Vallecano,1
Real Madrid,Ath Madrid,1,False,True,2,1,home,Draw,True,24.0,Goal,True,La Liga,3,28,"W,W,W,W,W",17,6,5,57,45,20,25,Ath Madrid,0
Valencia,Sociedad,1,True,False,1,0,home,Win,True,24.0,No Goal,False,La Liga,4,28,"W,L,W,D,D",15,6,7,51,37,26,11,Sociedad,0
Ath Bilbao,Girona,2,False,True,5,3,home,Loss,True,24.0,Goal,True,La Liga,11,28,"D,W,D,L,L",9,8,11,35,42,42,0,Girona,1
Celta,Valladolid,3,True,False,3,0,home,Win,True,24.0,No Goal,False,La Liga,17,28,"D,L,L,D,W",8,5,15,29,23,47,-24,Valladolid,2
Almeria,Barcelona,1,True,False,1,0,home,Win,True,24.0,No Goal,False,La Liga,1,28,"D,W,W,W,W",23,3,2,72,53,9,44,Barcelona,0
Sevilla,Osasuna,2,False,True,5,3,home,Loss,True,24.0,Goal,True,La Liga,8,28,"W,D,L,L,D",10,8,10,38,24,28,-4,Osasuna,1
Villarreal,Getafe,2,False,True,3,1,home,Win,True,24.0,Goal,True,La Liga,15,28,"L,D,W,D,W",7,9,12,30,27,36,-9,Getafe,2
Sociedad,Cadiz,0,True,False,0,0,home,Draw,False,25.0,No Goal,False,La Liga,14,28,"W,L,D,D,D",7,10,11,31,23,40,-17,Cadiz,1
Getafe,Girona,3,False,True,5,2,home,Win,True,25.0,Goal,True,La Liga,11,28,"D,W,D,L,L",9,8,11,35,42,42,0,Girona,1
Almeria,Villarreal,0,True,False,2,2,home,Loss,False,25.0,No Goal,True,La Liga,5,28,"W,W,W,D,W",14,5,9,47,37,26,11,Villarreal,0
Mallorca,Elche,0,True,False,1,1,home,Loss,False,25.0,No Goal,True,La Liga,20,28,"L,L,L,D,W",2,7,19,13,20,57,-37,Elche,2
Ath Madrid,Sevilla,6,False,True,7,1,home,Win,True,25.0,Goal,True,La Liga,13,28,"D,W,L,W,L",8,8,12,32,33,44,-11,Sevilla,1
Valladolid,Espanol,2,False,True,3,1,home,Win,True,25.0,Goal,True,La Liga,19,28,"L,L,L,L,L",6,9,13,27,34,46,-12,Espanol,2
Barcelona,Valencia,1,True,False,1,0,home,Win,True,25.0,No Goal,False,La Liga,18,28,"L,D,L,W,L",7,6,15,27,30,34,-4,Valencia,2
Vallecano,Ath Bilbao,0,True,False,0,0,home,Draw,False,25.0,No Goal,False,La Liga,7,28,"W,D,W,L,D",11,7,10,40,38,29,9,Ath Bilbao,0
Betis,Real Madrid,0,True,False,0,0,home,Draw,False,25.0,No Goal,False,La Liga,2,28,"L,W,L,W,D",18,5,5,59,59,24,35,Real Madrid,0
Osasuna,Celta,0,True,False,0,0,home,Draw,False,25.0,No Goal,False,La Liga,10,28,"D,D,W,W,D",9,9,10,36,36,39,-3,Celta,1
Cadiz,Getafe,2,False,True,4,2,home,Draw,True,26.0,Goal,True,La Liga,15,28,"L,D,W,D,W",7,9,12,30,27,36,-9,Getafe,2
Real Madrid,Espanol,3,False,True,4,1,home,Win,True,26.0,Goal,True,La Liga,19,28,"L,L,L,L,L",6,9,13,27,34,46,-12,Espanol,2
Elche,Valladolid,1,False,True,2,1,home,Draw,True,26.0,Goal,True,La Liga,17,28,"D,L,L,D,W",8,5,15,29,23,47,-24,Valladolid,2
Celta,Vallecano,3,True,False,3,0,home,Win,True,26.0,No Goal,False,La Liga,9,28,"L,D,D,L,D",9,10,9,37,33,33,0,Vallecano,1
Valencia,Osasuna,1,True,False,1,0,home,Win,True,26.0,No Goal,False,La Liga,8,28,"W,D,L,L,D",10,8,10,38,24,28,-4,Osasuna,1
Mallorca,Sociedad,1,False,True,2,1,home,Draw,True,26.0,Goal,True,La Liga,4,28,"W,L,W,D,D",15,6,7,51,37,26,11,Sociedad,0
Sevilla,Almeria,2,False,True,3,1,home,Win,True,26.0,Goal,True,La Liga,16,28,"W,D,D,L,L",8,6,14,30,34,48,-14,Almeria,2
Villarreal,Betis,1,False,True,2,1,home,Draw,True,26.0,Goal,True,La Liga,6,28,"L,L,W,D,D",13,6,9,45,34,29,5,Betis,0
Ath Bilbao,Barcelona,0,True,False,1,1,home,Loss,False,26.0,No Goal,True,La Liga,1,28,"D,W,W,W,W",23,3,2,72,53,9,44,Barcelona,0
Girona,Ath Madrid,0,True,False,1,1,home,Loss,False,26.0,No Goal,True,La Liga,3,28,"W,W,W,W,W",17,6,5,57,45,20,25,Ath Madrid,0
Valladolid,Ath Bilbao,1,False,True,4,3,home,Loss,True,27.0,Goal,True,La Liga,7,28,"W,D,W,L,D",11,7,10,40,38,29,9,Ath Bilbao,0
Almeria,Cadiz,1,False,True,2,1,home,Draw,True,27.0,Goal,True,La Liga,14,28,"W,L,D,D,D",7,10,11,31,23,40,-17,Cadiz,1
Vallecano,Girona,2,False,True,4,2,home,Draw,True,27.0,Goal,True,La Liga,11,28,"D,W,D,L,L",9,8,11,35,42,42,0,Girona,1
Espanol,Celta,1,False,True,4,3,home,Loss,True,27.0,Goal,True,La Liga,10,28,"D,D,W,W,D",9,9,10,36,36,39,-3,Celta,1
Ath Madrid,Valencia,3,True,False,3,0,home,Win,True,27.0,No Goal,False,La Liga,18,28,"L,D,L,W,L",7,6,15,27,30,34,-4,Valencia,2
Betis,Mallorca,1,True,False,1,0,home,Win,True,27.0,No Goal,False,La Liga,12,28,"D,D,L,D,L",9,7,12,34,25,30,-5,Mallorca,1
Osasuna,Villarreal,0,True,False,3,3,home,Loss,False,27.0,No Goal,True,La Liga,5,28,"W,W,W,D,W",14,5,9,47,37,26,11,Villarreal,0
Sociedad,Elche,2,True,False,2,0,home,Win,True,27.0,No Goal,False,La Liga,20,28,"L,L,L,D,W",2,7,19,13,20,57,-37,Elche,2
Getafe,Sevilla,2,True,False,2,0,home,Win,True,27.0,No Goal,False,La Liga,13,28,"D,W,L,W,L",8,8,12,32,33,44,-11,Sevilla,1
Barcelona,Real Madrid,2,False,True,3,1,home,Win,True,27.0,Goal,True,La Liga,2,28,"L,W,L,W,D",18,5,5,59,59,24,35,Real Madrid,0
Mallorca,Osasuna,0,True,False,0,0,home,Draw,False,28.0,No Goal,False,La Liga,8,28,"W,D,L,L,D",10,8,10,38,24,28,-4,Osasuna,1
Girona,Espanol,2,False,True,3,1,home,Win,True,28.0,Goal,True,La Liga,19,28,"L,L,L,L,L",6,9,13,27,34,46,-12,Espanol,2
Ath Bilbao,Getafe,0,True,False,0,0,home,Draw,False,28.0,No Goal,False,La Liga,15,28,"L,D,W,D,W",7,9,12,30,27,36,-9,Getafe,2
Cadiz,Sevilla,0,True,False,2,2,home,Loss,False,28.0,No Goal,True,La Liga,13,28,"D,W,L,W,L",8,8,12,32,33,44,-11,Sevilla,1
Elche,Barcelona,0,True,False,4,4,home,Loss,False,28.0,No Goal,True,La Liga,1,28,"D,W,W,W,W",23,3,2,72,53,9,44,Barcelona,0
Celta,Almeria,2,False,True,4,2,home,Draw,True,28.0,Goal,True,La Liga,16,28,"W,D,D,L,L",8,6,14,30,34,48,-14,Almeria,2
Real Madrid,Valladolid,6,True,False,6,0,home,Win,True,28.0,No Goal,False,La Liga,17,28,"D,L,L,D,W",8,5,15,29,23,47,-24,Valladolid,2
Villarreal,Sociedad,2,True,False,2,0,home,Win,True,28.0,No Goal,False,La Liga,4,28,"W,L,W,D,D",15,6,7,51,37,26,11,Sociedad,0
Ath Madrid,Betis,1,True,False,1,0,home,Win,True,28.0,No Goal,False,La Liga,6,28,"L,L,W,D,D",13,6,9,45,34,29,5,Betis,0
Valencia,Vallecano,1,False,True,2,1,home,Draw,True,28.0,Goal,True,La Liga,9,28,"L,D,D,L,D",9,10,9,37,33,33,0,Vallecano,1
Sevilla,Osasuna,1,False,True,3,2,away,Loss,True,1.0,Goal,True,La Liga,8,28,"W,D,L,L,D",10,8,10,38,24,28,-4,Osasuna,1
Espanol,Celta,2,False,True,4,2,away,Draw,True,1.0,Goal,True,La Liga,10,28,"D,D,W,W,D",9,9,10,36,36,39,-3,Celta,1
Villarreal,Valladolid,3,True,False,3,0,away,Win,True,1.0,No Goal,False,La Liga,17,28,"D,L,L,D,W",8,5,15,29,23,47,-24,Valladolid,2
Vallecano,Barcelona,0,True,False,0,0,away,Draw,False,1.0,No Goal,False,La Liga,1,28,"D,W,W,W,W",23,3,2,72,53,9,44,Barcelona,0
Sociedad,Cadiz,1,True,False,1,0,away,Win,True,1.0,No Goal,False,La Liga,14,28,"W,L,D,D,D",7,10,11,31,23,40,-17,Cadiz,1
Girona,Valencia,0,True,False,1,1,away,Loss,False,1.0,No Goal,True,La Liga,18,28,"L,D,L,W,L",7,6,15,27,30,34,-4,Valencia,2
Real Madrid,Almeria,2,False,True,3,1,away,Win,True,1.0,Goal,True,La Liga,16,28,"W,D,D,L,L",8,6,14,30,34,48,-14,Almeria,2
Mallorca,Ath Bilbao,0,True,False,0,0,away,Draw,False,1.0,No Goal,False,La Liga,7,28,"W,D,W,L,D",11,7,10,40,38,29,9,Ath Bilbao,0
Ath Madrid,Getafe,3,True,False,3,0,away,Win,True,1.0,No Goal,False,La Liga,15,28,"L,D,W,D,W",7,9,12,30,27,36,-9,Getafe,2
Elche,Betis,0,True,False,3,3,away,Loss,False,1.0,No Goal,True,La Liga,6,28,"L,L,W,D,D",13,6,9,45,34,29,5,Betis,0
Vallecano,Espanol,2,True,False,2,0,away,Win,True,2.0,No Goal,False,La Liga,19,28,"L,L,L,L,L",6,9,13,27,34,46,-12,Espanol,2
Valladolid,Sevilla,1,False,True,2,1,away,Draw,True,2.0,Goal,True,La Liga,13,28,"D,W,L,W,L",8,8,12,32,33,44,-11,Sevilla,1
Cadiz,Osasuna,0,True,False,2,2,away,Loss,False,2.0,No Goal,True,La Liga,8,28,"W,D,L,L,D",10,8,10,38,24,28,-4,Osasuna,1
Betis,Mallorca,2,False,True,3,1,away,Win,True,2.0,Goal,True,La Liga,12,28,"D,D,L,D,L",9,7,12,34,25,30,-5,Mallorca,1
Real Madrid,Celta,4,False,True,5,1,away,Win,True,2.0,Goal,True,La Liga,10,28,"D,D,W,W,D",9,9,10,36,36,39,-3,Celta,1
Valencia,Ath Bilbao,0,True,False,1,1,away,Loss,False,2.0,No Goal,True,La Liga,7,28,"W,D,W,L,D",11,7,10,40,38,29,9,Ath Bilbao,0
Villarreal,Ath Madrid,2,True,False,2,0,away,Win,True,2.0,No Goal,False,La Liga,3,28,"W,W,W,W,W",17,6,5,57,45,20,25,Ath Madrid,0
Barcelona,Sociedad,4,False,True,5,1,away,Win,True,2.0,Goal,True,La Liga,4,28,"W,L,W,D,D",15,6,7,51,37,26,11,Sociedad,0
Almeria,Elche,1,False,True,2,1,away,Draw,True,2.0,Goal,True,La Liga,20,28,"L,L,L,D,W",2,7,19,13,20,57,-37,Elche,2
Getafe,Girona,1,False,True,4,3,away,Loss,True,2.0,Goal,True,La Liga,11,28,"D,W,D,L,L",9,8,11,35,42,42,0,Girona,1
Celta,Girona,1,True,False,1,0,away,Win,True,3.0,No Goal,False,La Liga,11,28,"D,W,D,L,L",9,8,11,35,42,42,0,Girona,1
Osasuna,Betis,0,True,False,1,1,away,Loss,False,3.0,No Goal,True,La Liga,6,28,"L,L,W,D,D",13,6,9,45,34,29,5,Betis,0
Sociedad,Elche,1,True,False,1,0,away,Win,True,3.0,No Goal,False,La Liga,20,28,"L,L,L,D,W",2,7,19,13,20,57,-37,Elche,2
Mallorca,Vallecano,2,True,False,2,0,away,Win,True,3.0,No Goal,False,La Liga,9,28,"L,D,D,L,D",9,10,9,37,33,33,0,Vallecano,1
Sevilla,Almeria,1,False,True,3,2,away,Loss,True,3.0,Goal,True,La Liga,16,28,"W,D,D,L,L",8,6,14,30,34,48,-14,Almeria,2
Villarreal,Getafe,0,True,False,0,0,away,Draw,False,3.0,No Goal,False,La Liga,15,28,"L,D,W,D,W",7,9,12,30,27,36,-9,Getafe,2
Valladolid,Barcelona,0,True,False,4,4,away,Loss,False,3.0,No Goal,True,La Liga,1,28,"D,W,W,W,W",23,3,2,72,53,9,44,Barcelona,0
Real Madrid,Espanol,3,False,True,4,1,away,Win,True,3.0,Goal,True,La Liga,19,28,"L,L,L,L,L",6,9,13,27,34,46,-12,Espanol,2
Ath Bilbao,Cadiz,4,True,False,4,0,away,Win,True,3.0,No Goal,False,La Liga,14,28,"W,L,D,D,D",7,10,11,31,23,40,-17,Cadiz,1
Ath Madrid,Valencia,1,True,False,1,0,away,Win,True,3.0,No Goal,False,La Liga,18,28,"L,D,L,W,L",7,6,15,27,30,34,-4,Valencia,2
Cadiz,Celta,0,True,False,3,3,away,Loss,False,4.0,No Goal,True,La Liga,10,28,"D,D,W,W,D",9,9,10,36,36,39,-3,Celta,1
Girona,Mallorca,1,False,True,2,1,away,Draw,True,4.0,Goal,True,La Liga,12,28,"D,D,L,D,L",9,7,12,34,25,30,-5,Mallorca,1
Betis,Real Madrid,1,False,True,3,2,away,Loss,True,4.0,Goal,True,La Liga,2,28,"L,W,L,W,D",18,5,5,59,59,24,35,Real Madrid,0
Ath Madrid,Sociedad,1,False,True,2,1,away,Draw,True,4.0,Goal,True,La Liga,4,28,"W,L,W,D,D",15,6,7,51,37,26,11,Sociedad,0
Barcelona,Sevilla,3,True,False,3,0,away,Win,True,4.0,No Goal,False,La Liga,13,28,"D,W,L,W,L",8,8,12,32,33,44,-11,Sevilla,1
Vallecano,Osasuna,1,False,True,3,2,away,Loss,True,4.0,Goal,True,La Liga,8,28,"W,D,L,L,D",10,8,10,38,24,28,-4,Osasuna,1
Espanol,Ath Bilbao,1,True,False,1,0,away,Win,True,4.0,No Goal,False,La Liga,7,28,"W,D,W,L,D",11,7,10,40,38,29,9,Ath Bilbao,0
Elche,Villarreal,0,True,False,4,4,away,Loss,False,4.0,No Goal,True,La Liga,5,28,"W,W,W,D,W",14,5,9,47,37,26,11,Villarreal,0
Getafe,Valencia,1,False,True,6,5,away,Loss,True,4.0,Goal,True,La Liga,18,28,"L,D,L,W,L",7,6,15,27,30,34,-4,Valencia,2
Almeria,Valladolid,0,True,False,1,1,away,Loss,False,4.0,No Goal,True,La Liga,17,28,"D,L,L,D,W",8,5,15,29,23,47,-24,Valladolid,2
Valladolid,Girona,1,False,True,3,2,away,Loss,True,5.0,Goal,True,La Liga,11,28,"D,W,D,L,L",9,8,11,35,42,42,0,Girona,1
Valencia,Vallecano,1,False,True,3,2,away,Loss,True,5.0,Goal,True,La Liga,9,28,"L,D,D,L,D",9,10,9,37,33,33,0,Vallecano,1
Sevilla,Espanol,3,False,True,5,2,away,Win,True,5.0,Goal,True,La Liga,19,28,"L,L,L,L,L",6,9,13,27,34,46,-12,Espanol,2
Barcelona,Cadiz,4,True,False,4,0,away,Win,True,5.0,No Goal,False,La Liga,14,28,"W,L,D,D,D",7,10,11,31,23,40,-17,Cadiz,1
Celta,Ath Madrid,1,False,True,5,4,away,Loss,True,5.0,Goal,True,La Liga,3,28,"W,W,W,W,W",17,6,5,57,45,20,25,Ath Madrid,0
Mallorca,Real Madrid,1,False,True,5,4,away,Loss,True,5.0,Goal,True,La Liga,2,28,"L,W,L,W,D",18,5,5,59,59,24,35,Real Madrid,0
Ath Bilbao,Elche,4,False,True,5,1,away,Win,True,5.0,Goal,True,La Liga,20,28,"L,L,L,D,W",2,7,19,13,20,57,-37,Elche,2
Sociedad,Getafe,1,False,True,3,2,away,Loss,True,5.0,Goal,True,La Liga,15,28,"L,D,W,D,W",7,9,12,30,27,36,-9,Getafe,2
Villarreal,Betis,0,True,False,1,1,away,Loss,False,5.0,No Goal,True,La Liga,6,28,"L,L,W,D,D",13,6,9,45,34,29,5,Betis,0
Osasuna,Almeria,1,True,False,1,0,away,Win,True,5.0,No Goal,False,La Liga,16,28,"W,D,D,L,L",8,6,14,30,34,48,-14,Almeria,2
Cadiz,Valladolid,1,True,False,1,0,away,Win,True,6.0,No Goal,False,La Liga,17,28,"D,L,L,D,W",8,5,15,29,23,47,-24,Valladolid,2
Almeria,Mallorca,0,True,False,1,1,away,Loss,False,6.0,No Goal,True,La Liga,12,28,"D,D,L,D,L",9,7,12,34,25,30,-5,Mallorca,1
Elche,Barcelona,0,True,False,3,3,away,Loss,False,6.0,No Goal,True,La Liga,1,28,"D,W,W,W,W",23,3,2,72,53,9,44,Barcelona,0
Celta,Valencia,0,True,False,3,3,away,Loss,False,6.0,No Goal,True,La Liga,18,28,"L,D,L,W,L",7,6,15,27,30,34,-4,Valencia,2
Vallecano,Ath Bilbao,2,False,True,5,3,away,Loss,True,6.0,Goal,True,La Liga,7,28,"W,D,W,L,D",11,7,10,40,38,29,9,Ath Bilbao,0
Getafe,Osasuna,2,True,False,2,0,away,Win,True,6.0,No Goal,False,La Liga,8,28,"W,D,L,L,D",10,8,10,38,24,28,-4,Osasuna,1
Sevilla,Villarreal,1,False,True,2,1,away,Draw,True,6.0,Goal,True,La Liga,5,28,"W,W,W,D,W",14,5,9,47,37,26,11,Villarreal,0
Girona,Betis,1,False,True,3,2,away,Loss,True,6.0,Goal,True,La Liga,6,28,"L,L,W,D,D",13,6,9,45,34,29,5,Betis,0
Espanol,Sociedad,1,False,True,3,2,away,Loss,True,6.0,Goal,True,La Liga,4,28,"W,L,W,D,D",15,6,7,51,37,26,11,Sociedad,0
Real Madrid,Ath Madrid,2,False,True,3,1,away,Win,True,6.0,Goal,True,La Liga,3,28,"W,W,W,W,W",17,6,5,57,45,20,25,Ath Madrid,0
Almeria,Ath Bilbao,0,True,False,4,4,away,Loss,False,7.0,No Goal,True,La Liga,7,28,"W,D,W,L,D",11,7,10,40,38,29,9,Ath Bilbao,0
Villarreal,Cadiz,0,True,False,0,0,away,Draw,False,7.0,No Goal,False,La Liga,14,28,"W,L,D,D,D",7,10,11,31,23,40,-17,Cadiz,1
Valladolid,Getafe,3,False,True,5,2,away,Win,True,7.0,Goal,True,La Liga,15,28,"L,D,W,D,W",7,9,12,30,27,36,-9,Getafe,2
